lemma	pos	alternation	flags	surface	krdict_ids	stdict_ids	opendict_ids	status
틀스럽다	VA	BToWo				500832:500832001	548448:1	productive-duplicate
틀어넣다	VV	Regular			82629	500844:500844001	306483:1	regular-control
틀어잡다	VV	Regular			82636	500756:500756001	517513:1|521047:1	regular-control
파랗다	VA	DropH			71306	499723:499723001	444234:1|447847:1|448693:1	core-duplicate
파랗디파랗다	VA	DropH					973218:1	review
파르랗다	VA	DropH				499122:499122001	438282:1	review
파묻다	VV	DToL				354941:354941001		review
파묻다	VV	Regular			82343	498362:498362001	306531:1|30692:1|62230:1|69528:1	regular-control
파잡다	VV	Regular				353756:353756001	307610:1	regular-control
판다르다	VA	ReuDoubleL				354046:354046001	307429:1	review
패악스럽다	VA	BToWo			80968	353897:353897001	307479:1	productive-duplicate
팽패롭다	VA	BToWo				352816:352816001	306606:1	productive-duplicate
퍼렇다	VA	DropH			81098			review
퍼붓다	VV	DropS			81109	500833:500833001	307292:1|30732:1|31568:1|595346:1|61551:1|62892:1|69449:1|69529:1	promoted
퍼지르다	VV	ReuDoubleL			80313|92438	518822:518822001	307675:1|31463:1	promoted
펴놓다	VV	Regular				354272:354272001	307905:1	regular-control
편짓다	VV	DropS				358629:358629001	26885:1|58723:1	review
평화롭다	VA	BToWo			83056	503466:503466001	365184:1	productive-duplicate
평화스럽다	VA	BToWo			83057	359119:359119001	311325:1	productive-duplicate
폐롭다	VA	BToWo				497806:497806001	26774:1|58598:1|67561:1	productive-duplicate
폐스럽다	VA	BToWo				355780:355780001	310305:1	productive-duplicate
포달스럽다	VA	BToWo				502946:502946001	512275:1	productive-duplicate
포시럽다	VA	BToWo				492275:492275001	312228:1	review
포악스럽다	VA	BToWo				359712:359712001	312466:1	productive-duplicate
포집다	VV	Regular				499766:499766001	370366:1|373868:1	regular-control
표독스럽다	VA	BToWo			87942	500295:500295001	364980:1	productive-duplicate
표차롭다	VA	BToWo				499867:499867001	585627:1	productive-duplicate
푸다	VV	UToEo			83568	357901:357901001	585785:1	core-duplicate
푸르다	VA	Reo			73266	500080:500080001	30774:1|61558:1|69559:1|70657:1|71971:1|72121:1|73059:1	core-duplicate
푸르디푸르다	VA	Reo				359481:359481001	312320:1	review
푸르르다	VA	Regular	EU_DROP			518973:518973001	1360077:1	regular-control
푸접스럽다	VA	BToWo				352739:352739001	585763:1	productive-duplicate
풀어놓다	VV	Regular			83636	358643:358643001	1374079:1|1374080:1|1374081:1|438658:1	regular-control
풍아롭다	VA	BToWo				357116:357116001	475548:1	productive-duplicate
풍아스럽다	VA	BToWo				367814:367814001	311091:1	productive-duplicate
풍요롭다	VA	BToWo			84376	498240:498240001	438604:1	productive-duplicate
피새놓다	VV	Regular				498614:498614001	438994:1	regular-control
피어오르다	VV	ReuDoubleL			85908	499499:499499001	27354:1|58261:1|595504:1|595505:1|595506:1|68509:1|70796:1	promoted
핀잔스럽다	VA	BToWo				503784:503784001	475868:1	productive-duplicate
하야말갛다	VA	DropH				363426:363426001	27535:1|58344:1	review
하얗다	VA	DropH			73274	495979:495979001	554205:1|557732:1	promoted
하얗디하얗다	VA	DropH					973217:1	review
하차놓다	VV	Regular				362717:362717001	365630:1	regular-control
한가롭다	VA	BToWo			84077	495047:495047001	314714:1	productive-duplicate
한가스럽다	VA	BToWo				495208:495208001	314716:1	productive-duplicate
한금줍다	VV	BToWo				503869:503869001	313643:1	review
한등누르다	VV	ReuDoubleL				364721:364721001	315364:1	review
한만스럽다	VA	BToWo				502040:502040001	438814:1	productive-duplicate
한숨짓다	VV	DropS			85559	366238:366238001	315753:1	promoted
한스럽다	VA	BToWo			85560	499894:499894001	315755:1	productive-duplicate
한심스럽다	VA	BToWo			85574	366913:366913001	312785:1	productive-duplicate
한아스럽다	VA	BToWo				505889:505889001	28918:1|60433:1	productive-duplicate
한악스럽다	VA	BToWo				502037:502037001	312795:1	productive-duplicate
한용스럽다	VA	BToWo				505387:505387001	313444:1	productive-duplicate
한탄스럽다	VA	BToWo			83955	365491:365491001	312614:1	productive-duplicate
할갑다	VA	BToWo				368007:368007001	317359:1	review
해롭다	VA	BToWo			85169	365735:365735001	318422:1	productive-duplicate
해말갛다	VA	DropH				363449:363449001	586558:1	review
해망스럽다	VA	BToWo				502153:502153001	586559:1	productive-duplicate
해찰스럽다	VA	BToWo				364689:364689001	28649:1|59250:1	productive-duplicate
행복스럽다	VA	BToWo				502583:502583001	549700:1	productive-duplicate
향기롭다	VA	BToWo			85074	369270:369270001	318503:1	productive-duplicate
향미롭다	VA	BToWo					679704:1	productive-duplicate
허겁스럽다	VA	BToWo				503765:503765001	318745:1	productive-duplicate
허랑방탕스럽다	VA	BToWo				368838:368838001	316650:1	productive-duplicate
허망스럽다	VA	BToWo				501662:501662001	586415:1	productive-duplicate
허수롭다	VA	BToWo				500960:500960001	586597:1	productive-duplicate
허여멀겋다	VA	DropH			86807			review
허옇다	VA	DropH			87916	504138:504138001	554562:1|557974:1	promoted
허접스럽다	VA	BToWo				372131:372131001	317577:1	productive-duplicate
허풍스럽다	VA	BToWo			87946	369772:369772001	549874:1	productive-duplicate
허허롭다	VA	BToWo			86440	515597:515597001	596748:1|596749:1	productive-duplicate
허화롭다	VA	BToWo				504452:504452001	439571:1	productive-duplicate
헌거롭다	VA	BToWo				371293:371293001	27558:1|59103:1	productive-duplicate
헌걸스럽다	VA	BToWo				371560:371560001	586692:1	productive-duplicate
헐겁다	VA	BToWo			86477	372561:372561001	27732:1|59233:1	promoted
헐뜯다	VV	Regular			86485	506577:506577001	476757:1	regular-control
헐벗다	VV	Regular			86829	504926:504926001	28898:1|59560:1	regular-control
헐잡다	VV	Regular				371277:371277001	403072:1	regular-control
험상스럽다	VA	BToWo			86839	371594:371594001	402756:1	productive-duplicate
험악스럽다	VA	BToWo				377482:377482001	320266:1	productive-duplicate
헛기르다	VV	ReuDoubleL				503742:503742001	320959:1	review
헛놓다	VV	Regular				506225:506225001	321194:1	regular-control
헛듣다	VV	DToL				503897:503897001	30803:1|61609:1	review
헛믿다	VV	Regular					739548:1	regular-control
헛방놓다	VV	Regular				506400:506400001	27562:1|59154:1|68250:1	regular-control
헛불놓다	VV	Regular				371972:371972001	321657:1	regular-control
헛씹다	VV	Regular				372293:372293001	322073:1	regular-control
헛잡다	VV	Regular				372870:372870001	322077:1	regular-control
헛짓다	VV	DropS					739546:1	review
헝겁스럽다	VA	BToWo				517407:517407001	599030:1	productive-duplicate
헝그럽다	VA	BToWo				370113:370113001	28111:1|68338:1	review
헤가르다	VV	ReuDoubleL				371020:371020001	322762:1	review
헤갈스럽다	VA	BToWo				371309:371309001	322763:1	productive-duplicate
헤무르다	VA	ReuDoubleL				501030:501030001	550037:1	review
헤젓다	VV	DropS				371614:371614001	322988:1|596080:1|596081:1	review
헤집다	VV	Regular			87042	504402:504402001	322999:1|596082:1|596084:1	regular-control
현란스럽다	VA	BToWo					694622:1	productive-duplicate
혐오스럽다	VA	BToWo			90498	370460:370460001	439673:1	productive-duplicate
혐의스럽다	VA	BToWo				370164:370164001	444129:1|447627:1	productive-duplicate
호강스럽다	VA	BToWo				501167:501167001	319926:1	productive-duplicate
호걸스럽다	VA	BToWo				368791:368791001	549931:1	productive-duplicate
호기롭다	VA	BToWo			86420	505806:505806001	443950:1|447663:1	productive-duplicate
호기스럽다	VA	BToWo				370001:370001001	28301:1|60664:1	productive-duplicate
호도깝스럽다	VA	BToWo				374379:374379001	321992:1	productive-duplicate
호동그랗다	VA	DropH					694614:1	review
호들갑스럽다	VA	BToWo			85884	376202:376202001	322663:1	productive-duplicate
호사롭다	VA	BToWo			601817	373581:373581001	513282:1	productive-duplicate
호사스럽다	VA	BToWo			86789	373585:373585001	319952:1	productive-duplicate
호화롭다	VA	BToWo			88284	376272:376272001	319975:1	productive-duplicate
호화스럽다	VA	BToWo			88285	503246:503246001	586646:1	productive-duplicate
혼돈스럽다	VA	BToWo					706081:1	productive-duplicate
혼동스럽다	VA	BToWo					706103:1	productive-duplicate
혼란스럽다	VA	BToWo			88997	375952:375952001|504771:504771001	323142:1|323143:1	productive-duplicate
혼미스럽다	VA	BToWo					706133:1	productive-duplicate
혼연스럽다	VA	BToWo				517782:517782001	599646:1	productive-duplicate
혼잡스럽다	VA	BToWo			601820	373792:373792001	550164:1	productive-duplicate
홈켜잡다	VV	Regular				377251:377251001	323617:1	regular-control
화기롭다	VA	BToWo				378679:378679001	587182:1	productive-duplicate
화해롭다	VA	BToWo					785776:1	productive-duplicate
환멸스럽다	VA	BToWo					683623:1	productive-duplicate
환짓다	VV	DropS				382053:382053001	326109:1	review
환희롭다	VA	BToWo				506497:506497001	403474:1	productive-duplicate
활걷다	VV	Regular				379434:379434001	587522:1	regular-control
활발스럽다	VA	BToWo				505775:505775001	325217:1	productive-duplicate
황공스럽다	VA	BToWo				505751:505751001	328381:1	productive-duplicate
황송스럽다	VA	BToWo			87732	378501:378501001	326637:1	productive-duplicate
황잡다	VV	Regular				381787:381787001	28448:1|59920:1	regular-control
회동그랗다	VA	DropH				505727:505727001	444134:1|447703:1|448597:1	review
횡듣다	VV	DToL				504199:504199001	513947:1	review
효성스럽다	VA	BToWo			89075	379026:379026001	328245:1	productive-duplicate
후덕스럽다	VA	BToWo				508285:508285001	514122:1	productive-duplicate
후덥다	VA	BToWo			88099	508404:508404001	327410:1|596028:1|596029:1	promoted
후려잡다	VV	Regular				384573:384573001	29652:1|60865:1	regular-control
후회스럽다	VA	BToWo			89269	380520:380520001	327425:1	productive-duplicate
훔켜잡다	VV	Regular				508881:508881001	514081:1	regular-control
휘두르다	VV	ReuDoubleL			87778	380543:380543001|504535:504535001	29331:1|477069:1|60661:1|68488:1	promoted
휘둥그렇다	VA	DropH			87781			review
휘묻다	VV	Regular					739542:1	regular-control
휘어잡다	VV	Regular			87792	504058:504058001	1742619:1|554377:1|557939:1	regular-control
휘젓다	VV	DropS			88288	507736:507736001	333975:1|337467:1|338225:1|338438:1	promoted
휘주무르다	VV	ReuDoubleL				385148:385148001	327239:1	review
휘지르다	VV	ReuDoubleL				384913:384913001	440355:1|595755:1	review
휘휘롭다	VA	BToWo					695304:1	productive-duplicate
흉물스럽다	VA	BToWo			87858	383314:383314001	444078:1|447749:1	productive-duplicate
흉스럽다	VA	BToWo				507069:507069001	330403:1	productive-duplicate
흉악망측스럽다	VA	BToWo				508659:508659001	551094:1	productive-duplicate
흉악스럽다	VA	BToWo				534900:534900001	1709795:1|1709796:1|1784304:1|1784305:1	productive-duplicate
흉업다	VA	BToWo				388375:388375001	477706:1	review
흉잡다	VV	Regular				388390:388390001	330529:1	regular-control
흉증스럽다	VA	BToWo				387840:387840001	330666:1	productive-duplicate
흉측스럽다	VA	BToWo				508478:508478001	328682:1	productive-duplicate
흐들갑스럽다	VA	BToWo				384060:384060001	329140:1	productive-duplicate
흐르다	VV	ReuDoubleL			29757	504467:504467001|508767:508767001	444293:1|444334:1|444360:1|447804:1|447863:1|447912:1|448633:1|448966:1|449003:1|449006:1|477546:1|477547:1|477548:1	core-duplicate
흔감스럽다	VA	BToWo				508861:508861001	329827:1	productive-duplicate
흔연스럽다	VA	BToWo				383182:383182001	330096:1	productive-duplicate
흘려듣다	VV	DToL				385994:385994001	29868:1|60419:1	core-duplicate
흘리젓다	VV	DropS				385999:385999001	328718:1	review
흠뜯다	VV	Regular				385724:385724001	551044:1	regular-control
흠잡다	VV	Regular			87479	507900:507900001	330218:1	regular-control
흥감스럽다	VA	BToWo				385470:385470001	440635:1	productive-duplicate
흥겹다	VA	BToWo			87537	506047:506047001	477625:1	promoted
흥그럽다	VA	BToWo				386006:386006001	29871:1|60422:1	review
흥미롭다	VA	BToWo			87540	382805:382805001	330228:1	productive-duplicate
흥성스럽다	VA	BToWo					695023:1	productive-duplicate
희노랗다	VA	DropH					694299:1	review
희누르다	VA	Reo				504917:504917001	329327:1	review
희떱다	VA	BToWo			88492	504443:504443001	333998:1|337391:1	promoted
희멀겋다	VA	DropH			88510			review
희부옇다	VA	DropH			88874	388552:388552001	330019:1	promoted
희뿌옇다	VA	DropH			88875	508248:508248001	330244:1	promoted
희짓다	VV	DropS				384150:384150001	328774:1	review
희짜뽑다	VV	Regular				384151:384151001	403626:1	regular-control
희푸르다	VA	Reo				508972:508972001	328919:1	review
희한스럽다	VA	BToWo				385224:385224001	329053:1	productive-duplicate
힘겹다	VA	BToWo			88912	508646:508646001	477469:1	promoted
힘닿다	VV	Regular			88916	386422:386422001	403628:1	regular-control
힘입다	VV	Regular			89924	508499:508499001	444128:1|447696:1|448625:1	regular-control
간데없다	VA	SurfaceOnly		간데없는	56084	5510:5510001		dictionary-conjugation
간데없다	VA	SurfaceOnly		간데없이	56084>90385	5510:5510001>5511:5511001	559643:1>522890:1|589724:1>522890:1	dictionary-adverbial-i
감쪽같다	VA	SurfaceOnly		감쪽같이	22422>22429	7662:7662001>7663:7663001	523051:1>339265:1	dictionary-adverbial-i
갑작스럽다	VA	SurfaceOnly		갑작스레	16188			dictionary-related-adverb
값있다	VA	SurfaceOnly		값있는	23030	10260:10260001		dictionary-conjugation
같다	VA	SurfaceOnly		같이	62076>26799	391368:391368001>389853:389853001	334093:1>2859:1|334093:1>31374:1|334230:1>2859:1|334230:1>31374:1|337518:1>2859:1|337518:1>31374:1|337562:1>2859:1|337562:1>31374:1|338323:1>2859:1|338323:1>31374:1|338584:1>2859:1|338584:1>31374:1|339450:1>2859:1|339450:1>31374:1|339451:1>2859:1|339451:1>31374:1|589585:1>2859:1|589585:1>31374:1	dictionary-adverbial-i
거멓다	VA	SurfaceOnly		거머니	26904	392812:392812001		dictionary-conjugation
거멓다	VA	SurfaceOnly		거메	26904	392812:392812001		dictionary-conjugation
거침없다	VA	SurfaceOnly		거침없는	21633	12483:12483001		dictionary-conjugation
거침없다	VA	SurfaceOnly		거침없이	21633>21603	12483:12483001>12484:12484001	450166:1>413026:1	dictionary-adverbial-i
걱정스럽다	VA	SurfaceOnly		걱정스레	15869			dictionary-related-adverb
게으르다	VA	SurfaceOnly		게을리	15948>90880	390770:390770001>16163:16163001	376633:1>560512:1	dictionary-adverbial-i
겸연스럽다	VA	SurfaceOnly		겸연스레	87214			dictionary-related-adverb
고러다	VV	SurfaceOnly		고래	91459	22038:22038001		dictionary-conjugation
고집스럽다	VA	SurfaceOnly		고집스레	27552			dictionary-related-adverb
공연스럽다	VA	SurfaceOnly		공연스레	88305			dictionary-related-adverb
관계없다	VA	SurfaceOnly		관계없는	22264	398015:398015001		dictionary-conjugation
관계없다	VA	SurfaceOnly		관계없이	22264>23972	398015:398015001>32432:32432001	33805:1>33806:1|33805:1>4888:1|4842:1>33806:1|4842:1>4888:1	dictionary-adverbial-i
관계있다	VA	SurfaceOnly		관계있는	22260	398017:398017001		dictionary-conjugation
괜스럽다	VA	SurfaceOnly		괜스레	88322			dictionary-related-adverb
구접스럽다	VA	SurfaceOnly		구접스레	35779			dictionary-related-adverb
굳다	VA	SurfaceOnly		굳는	65591	405592:405592002		dictionary-conjugation
귀신같다	VA	SurfaceOnly		귀신같이	88812>38303	42639:42639001>42640:42640001	101793:1>101794:1	dictionary-adverbial-i
그러다	VV	SurfaceOnly		그래	37062	403698:403698001		dictionary-conjugation
그악스럽다	VA	SurfaceOnly		그악스레	34283			dictionary-related-adverb
그지없다	VA	SurfaceOnly		그지없는	32103	401838:401838001		dictionary-conjugation
그지없다	VA	SurfaceOnly		그지없이	32103>32104	401838:401838001>46751:46751001	34818:1>34857:1|34818:1>6918:1|6917:1>34857:1|6917:1>6918:1	dictionary-adverbial-i
극성스럽다	VA	SurfaceOnly		극성스레	32207			dictionary-related-adverb
급작스럽다	VA	SurfaceOnly		급작스레	41465			dictionary-related-adverb
기탄없다	VA	SurfaceOnly		기탄없는	38471	51968:51968001		dictionary-conjugation
기탄없다	VA	SurfaceOnly		기탄없이	38471>89878	51968:51968001>51969:51969001	342953:1>342954:1	dictionary-adverbial-i
까딱없다	VA	SurfaceOnly		까딱없는	45206	52653:52653001		dictionary-conjugation
까딱없다	VA	SurfaceOnly		까딱없이	45206>89887	52653:52653001>403656:403656001	107938:1>415868:1	dictionary-adverbial-i
꺼멓다	VA	SurfaceOnly		꺼머니	41571	404349:404349001		dictionary-conjugation
꺼멓다	VA	SurfaceOnly		꺼메	41571	404349:404349001		dictionary-conjugation
꼼짝없다	VA	SurfaceOnly		꼼짝없는	89904	406650:406650001		dictionary-conjugation
꼼짝없다	VA	SurfaceOnly		꼼짝없이	89904>38198	406650:406650001>54821:54821001	35481:1>379144:1|8588:1>379144:1	dictionary-adverbial-i
꾸밈없다	VA	SurfaceOnly		꾸밈없는	40174	404471:404471001		dictionary-conjugation
꾸밈없다	VA	SurfaceOnly		꾸밈없이	40174>91045	404471:404471001>57163:57163001	490201:1>526826:1	dictionary-adverbial-i
끄떡없다	VA	SurfaceOnly		끄떡없는	37866	56948:56948001		dictionary-conjugation
끄떡없다	VA	SurfaceOnly		끄떡없이	37866>91056	56948:56948001>401272:401272001	112757:1>379738:1	dictionary-adverbial-i
끊임없다	VA	SurfaceOnly		끊임없이	14852>16265	57984:57984001>57108:57108001	343001:1>453226:1	dictionary-adverbial-i
끝없다	VA	SurfaceOnly		끝없는	16281	58033:58033001		dictionary-conjugation
끝없다	VA	SurfaceOnly		끝없이	16281>16288	58033:58033001>406805:406805001	490332:1>563736:1	dictionary-adverbial-i
난데없다	VA	SurfaceOnly		난데없이	37258>37264	402869:402869001>59484:59484001	112306:1>112307:1	dictionary-adverbial-i
남다르다	VA	SurfaceOnly		남달리	36949>36996	62251:62251001>62256:62256001	113097:1>113101:1	dictionary-adverbial-i
너르다	VA	SurfaceOnly		널리	40266>28560	64666:64666001>65084:65084001	10042:1>36481:1|10042:1>9945:1|36600:1>36481:1|36600:1>9945:1	dictionary-adverbial-i
넉살스럽다	VA	SurfaceOnly		넉살스레	42803			dictionary-related-adverb
누렇다	VA	SurfaceOnly		누러니	45598	71262:71262001		dictionary-conjugation
누렇다	VA	SurfaceOnly		누레	45598	71262:71262001		dictionary-conjugation
느닷없다	VA	SurfaceOnly		느닷없는	40401	69824:69824001		dictionary-conjugation
느닷없다	VA	SurfaceOnly		느닷없이	40401>40404	69824:69824001>70046:70046001	454040:1>380281:1	dictionary-adverbial-i
능청스럽다	VA	SurfaceOnly		능청스레	41358			dictionary-related-adverb
다르다	VA	SurfaceOnly		달리	26824>28387	72210:72210001>76390:76390001	37529:1>491729:1|817:1>491729:1	dictionary-adverbial-i
다름없다	VA	SurfaceOnly		다름없는	28348	410586:410586001		dictionary-conjugation
다름없다	VA	SurfaceOnly		다름없이	28348>90470	410586:410586001>73307:73307001	344350:1>380821:1	dictionary-adverbial-i
다정스럽다	VA	SurfaceOnly		다정스레	40586			dictionary-related-adverb
다채롭다	VA	SurfaceOnly		다채로이	41919			dictionary-related-adverb
다행스럽다	VA	SurfaceOnly		다행스레	41923			dictionary-related-adverb
단조롭다	VA	SurfaceOnly		단조로이	41990			dictionary-related-adverb
대수롭다	VA	SurfaceOnly		대수로이	41874			dictionary-related-adverb
대중없다	VA	SurfaceOnly		대중없는	90423	409117:409117001		dictionary-conjugation
대중없다	VA	SurfaceOnly		대중없이	90423>90424	409117:409117001>82042:82042001	404733:1>38217:1|404733:1>7193:1|408040:1>38217:1|408040:1>7193:1	dictionary-adverbial-i
더없다	VA	SurfaceOnly		더없이	47394>47395	414907:414907001>84176:84176001	127504:1>127505:1	dictionary-adverbial-i
덧없다	VA	SurfaceOnly		덧없는	51340	412284:412284001		dictionary-conjugation
덧없다	VA	SurfaceOnly		덧없이	51340>51341	412284:412284001>83810:83810001	38127:1>38128:1|38127:1>64087:1|38127:1>7158:1|64086:1>38128:1|64086:1>64087:1|64086:1>7158:1|7157:1>38128:1|7157:1>64087:1|7157:1>7158:1	dictionary-adverbial-i
동트다	VV	SurfaceOnly		동터	48125	414774:414774001		dictionary-conjugation
두말없다	VA	SurfaceOnly		두말없는	90910	417165:417165001		dictionary-conjugation
두말없다	VA	SurfaceOnly		두말없이	90910>48351	417165:417165001>91334:91334001	514722:1>2215:1|514722:1>38062:1|518720:1>2215:1|518720:1>38062:1	dictionary-adverbial-i
둥그렇다	VA	SurfaceOnly		둥그러니	50261	419865:419865001		dictionary-conjugation
둥그렇다	VA	SurfaceOnly		둥그레	50261	419865:419865001		dictionary-conjugation
듣잡다	VV	SurfaceOnly		듣자오니	50558	419817:419817001		dictionary-conjugation
따사롭다	VA	SurfaceOnly		따사로이	49679			dictionary-related-adverb
똑같다	VA	SurfaceOnly		똑같이	70801>52143	417719:417719001>93561:93561001	2107:1>2108:1|2107:1>39420:1|2107:1>64275:1|2107:1>69927:1|39419:1>2108:1|39419:1>39420:1|39419:1>64275:1|39419:1>69927:1|64274:1>2108:1|64274:1>39420:1|64274:1>64275:1|64274:1>69927:1	dictionary-adverbial-i
뜬금없다	VA	SurfaceOnly		뜬금없는	53965	100787:100787001		dictionary-conjugation
뜬금없다	VA	SurfaceOnly		뜬금없이	53965>53966	100787:100787001>414831:414831001	566741:1>139522:1	dictionary-adverbial-i
뜻있다	VA	SurfaceOnly		뜻있는	90387	99157:99157001		dictionary-conjugation
막힘없다	VA	SurfaceOnly		막힘없는	91099	109590:109590001		dictionary-conjugation
막힘없다	VA	SurfaceOnly		막힘없이	91099>50291	109590:109590001>109055:109055001	494093:1>420184:1	dictionary-adverbial-i
만족스럽다	VA	SurfaceOnly		만족스레	15837			dictionary-related-adverb
많다	VA	SurfaceOnly		많이	69295			dictionary-related-adverb
말끔하다	VA	SurfaceOnly		말끔히	51696			dictionary-related-adverb
말다	VV	SurfaceOnly		마오	69296	111115:111115001|420109:420109001|426667:426667001		dictionary-conjugation
맛깔스럽다	VA	SurfaceOnly		맛깔스레	51586			dictionary-related-adverb
맛없다	VA	SurfaceOnly		맛없는	29721	420354:420354001		dictionary-conjugation
맛없다	VA	SurfaceOnly		맛없이	29721>91108	420354:420354001>111914:111914001	39764:1>441428:1|39764:1>445294:1|39764:1>448062:1|6030:1>441428:1|6030:1>445294:1|6030:1>448062:1|63869:1>441428:1|63869:1>445294:1|63869:1>448062:1	dictionary-adverbial-i
맛있다	VA	SurfaceOnly		맛있는	70811	420355:420355001		dictionary-conjugation
망령되다	VA	SurfaceOnly		망령되이	51623			dictionary-related-adverb
망연하다	VA	SurfaceOnly		망연히	51659			dictionary-related-adverb
매끈하다	VA	SurfaceOnly		매끈히	57479			dictionary-related-adverb
매정하다	VA	SurfaceOnly		매정히	55727			dictionary-related-adverb
맥없다	VA	SurfaceOnly		맥없는	55235	420877:420877001		dictionary-conjugation
맥없다	VA	SurfaceOnly		맥없이	55235>55236	420877:420877001>113313:113313001|420877:420877001>420878:420878001	150132:1>150133:1|150132:1>420622:1	dictionary-adverbial-i
먹음직스럽다	VA	SurfaceOnly		먹음직스레	54816			dictionary-related-adverb
멀겋다	VA	SurfaceOnly		멀거니	54852	110310:110310001|420156:420156001		dictionary-conjugation
멀겋다	VA	SurfaceOnly		멀게	54852	110310:110310001|420156:420156001		dictionary-conjugation
멋없다	VA	SurfaceOnly		멋없는	54987	421522:421522001		dictionary-conjugation
멋있다	VA	SurfaceOnly		멋있는	15989	115111:115111001		dictionary-conjugation
명예롭다	VA	SurfaceOnly		명예로이	55354			dictionary-related-adverb
못쓰다	VV	SurfaceOnly		못써	54781	423021:423021001		dictionary-conjugation
문제없다	VA	SurfaceOnly		문제없는	56922	424818:424818001		dictionary-conjugation
문제없다	VA	SurfaceOnly		문제없이	56922>56923	424818:424818001>124735:124735001	421347:1>156474:1	dictionary-adverbial-i
물색없다	VA	SurfaceOnly		물색없는	56336	125629:125629001		dictionary-conjugation
물색없다	VA	SurfaceOnly		물색없이	56336>91200	125629:125629001>126732:126732001	156107:1>156108:1	dictionary-adverbial-i
물샐틈없다	VA	SurfaceOnly		물샐틈없는	56370	425178:425178001		dictionary-conjugation
물샐틈없다	VA	SurfaceOnly		물샐틈없이	56370>91201	425178:425178001>126733:126733001	156109:1>156110:1	dictionary-adverbial-i
미련스럽다	VA	SurfaceOnly		미련스레	56279			dictionary-related-adverb
받아쓰다	VV	SurfaceOnly		받아써	56546	131730:131730001		dictionary-conjugation
받잡다	VV	SurfaceOnly		받자오니	56543	132002:132002001		dictionary-conjugation
배부르다	VA	SurfaceOnly		배불리	58913>59138	429911:429911001>429892:429892001	10351:1>166916:1|42087:1>166916:1|65404:1>166916:1|69699:1>166916:1	dictionary-adverbial-i
버릇없다	VA	SurfaceOnly		버릇없는	58308	139739:139739001		dictionary-conjugation
버릇없다	VA	SurfaceOnly		버릇없이	58308>58307	139739:139739001>144165:144165001	569564:1>422293:1	dictionary-adverbial-i
번거롭다	VA	SurfaceOnly		번거로이	14499			dictionary-related-adverb
벌겋다	VA	SurfaceOnly		벌거니	59091	431382:431382001		dictionary-conjugation
벌겋다	VA	SurfaceOnly		벌게	59091	431382:431382001		dictionary-conjugation
변함없다	VA	SurfaceOnly		변함없는	58764	436097:436097001		dictionary-conjugation
변함없다	VA	SurfaceOnly		변함없이	58764>58760	436097:436097001>147072:147072001	496557:1>168925:1	dictionary-adverbial-i
별다르다	VA	SurfaceOnly		별달리	14478>58365	432492:432492001>432493:432493001	170763:1>170766:1	dictionary-adverbial-i
보잘것없다	VA	SurfaceOnly		보잘것없는	90388	433972:433972001		dictionary-conjugation
본뜨다	VV	SurfaceOnly		본떠	59597	149293:149293001		dictionary-conjugation
볼품없다	VA	SurfaceOnly		볼품없는	60055	152417:152417001		dictionary-conjugation
볼품없다	VA	SurfaceOnly		볼품없이	60055>59623	152417:152417001>435409:435409001	533586:1>533614:1	dictionary-adverbial-i
부산스럽다	VA	SurfaceOnly		부산스레	59282			dictionary-related-adverb
부지런하다	VA	SurfaceOnly		부지런히	26500			dictionary-related-adverb
부질없다	VA	SurfaceOnly		부질없는	59283	433219:433219001		dictionary-conjugation
부질없다	VA	SurfaceOnly		부질없이	59283>59284	433219:433219001>158161:158161001	497316:1>175721:1	dictionary-adverbial-i
분명하다	VA	SurfaceOnly		분명히	21098			dictionary-related-adverb
분별없다	VA	SurfaceOnly		분별없는	60709	438689:438689001		dictionary-conjugation
분별없다	VA	SurfaceOnly		분별없이	60709>60714	438689:438689001>155769:155769001	11859:1>368690:1|11859:1>372161:1|43341:1>368690:1|43341:1>372161:1	dictionary-adverbial-i
분분하다	VA	SurfaceOnly		분분히	60736			dictionary-related-adverb
분수없다	VA	SurfaceOnly		분수없는	91944	438159:438159001		dictionary-conjugation
분수없다	VA	SurfaceOnly		분수없이	91944>91945	438159:438159001>156542:156542001	442023:1>442024:1|442023:1>445721:1|445720:1>442024:1|445720:1>445721:1	dictionary-adverbial-i
불같다	VA	SurfaceOnly		불같이	60592>60607	150689:150689001>431825:431825001	30352:1>552430:1|30352:1>555926:1|30352:1>558336:1|62018:1>552430:1|62018:1>555926:1|62018:1>558336:1|68911:1>552430:1|68911:1>555926:1|68911:1>558336:1	dictionary-adverbial-i
불만스럽다	VA	SurfaceOnly		불만스레	60242			dictionary-related-adverb
불쌍하다	VA	SurfaceOnly		불쌍히	60877			dictionary-related-adverb
불안스럽다	VA	SurfaceOnly		불안스레	60390			dictionary-related-adverb
불행하다	VA	SurfaceOnly		불행히	71050			dictionary-related-adverb
비밀스럽다	VA	SurfaceOnly		비밀스레	60811			dictionary-related-adverb
빈틈없다	VA	SurfaceOnly		빈틈없는	60563	167649:167649001		dictionary-conjugation
빈틈없다	VA	SurfaceOnly		빈틈없이	60563>60564	167649:167649001>167650:167650001	12613:1>12614:1|12613:1>43157:1|43156:1>12614:1|43156:1>43157:1	dictionary-adverbial-i
